barcode,interview_id,field_species_id,Date,Time,capture_depth,lat,lon,length,recorded_mark,sampled,finsampled,sex,mature,rank,fisherman_id,port_id,fishermanport_id,vessel_id,fisherytype_id,fisherygroup_id,agency_id,bestestimate1,probability1,bestestimate2,probability2,bestestimate3,probability3,bestestimate4,probability4,bestestimate5,probability5,bestestimate6,probability6,bestestimate7,probability7,bestestimate8,probability8,bestestimate9,probability9,bestestimate10,probability10,bestestimate11,probability11,bestestimate12,probability12
CA20690,201100615,1,05-Sep-11,12:49:50,60.3504,39.84526667,-124.0256667,0.76,N,,Y,,X,,1034,,,240,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0.001,0,0,,,,,,,,,,,,,,,,,,
CA15545,201100616,1,19-Sep-11,11:52:56,10.9728,37.87441667,-122.6614667,0.9,N,,Y,,X,,1054,,,255,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA32005,201100618,1,20-Sep-11,15:28:17,5.4864,37.86281667,-122.6907833,0.69,Y,,Y,,M,,1028,,,375,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA21325,201100619,1,12-Sep-11,15:10:13,12.8016,37.86461667,-122.6491833,0.86,N,,Y,,X,,1047,,,252,11,100,2,Central_Valley_winter,100,0,0,0,0,,,,,,,,,,,,,,,,,,
14792,201100622,1,24-Jun-11,12:17:45,42.0624,45.51438333,-124.01415,0.86,N,Y,,,X,,57,,,55,11,100,1,,,,,,,,,,,,,,,,,,,,,,,,
CA14400,201100625,1,04-Sep-11,14:26:22,21.9456,39.77325,-123.9736,0.8,N,,Y,,E,,1130,,,321,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0,L_Columbia_fall,0,,,,,,,,,,,,,,,,,,
CA29435,201100626,1,28-Sep-11,11:52:43,32.9184,38.2235,-123.01085,0.845,N,,Y,,X,,1180,,,368,11,100,2,Central_Valley_fall,97.3,Central_Valley_spring,2.7,0,0,,,,,,,,,,,,,,,,,,
CA23687,201100630,1,07-Sep-11,11:08:30,10.9728,37.61966667,-122.5376,0.655,N,,Y,,E,,1071,,,272,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA27693,201100631,1,05-Sep-11,16:36:01,45.72,40.00475,-124.1041,0.81,N,,Y,,U,,1068,,,269,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA18841,201100632,1,10-Sep-11,14:15:30,16.4592,37.85136667,-122.66245,0.77,N,,Y,,X,,1202,,,374,11,100,2,Central_Valley_fall,99.987,Central_Valley_spring,0.012,0,0,,,,,,,,,,,,,,,,,,
CA32203,201100633,1,13-Sep-11,12:17:23,16.4592,37.86408333,-122.6253167,0.71,N,,Y,,X,,1058,,,259,11,100,2,Central_Valley_fall,99.331,Central_Valley_spring,0.669,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA31827,201100634,1,23-Sep-11,15:10:46,10.9728,39.34536667,-123.8739333,0.72,N,,Y,,X,,1141,,,330,11,100,2,Central_Valley_fall,100.001,Central_Valley_spring,0,L_Columbia_spring,0,,,,,,,,,,,,,,,,,,
CA21981,201100635,1,27-Sep-11,14:34:11,10.9728,37.85835,-122.6876833,,N,,Y,,X,,1060,,,261,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA15595,201100636,1,25-Sep-11,14:09:37,10.9728,37.85801667,-122.6888333,0.7,N,,Y,,X,,1054,,,255,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA15629,201100641,1,26-Sep-11,9:59:27,,37.85908333,-122.6718167,0.76,N,,Y,,M,,1066,,,267,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA10014,201100660,1,10-Jul-11,11:55:00,12.8016,40.73828333,-124.3313333,0.71,N,,Y,,X,,1184,,,380,11,400,2,Central_Valley_fall,99.48,Central_Valley_spring,0.52,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA22144,201100657,1,12-Oct-11,7:45:24,25.6032,37.8589,-122.7170667,0.91,N,,Y,,M,,1040,,,246,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA20700,201100655,1,14-Oct-11,9:32:49,16.4592,37.90376667,-122.7595333,0.92,N,,Y,,X,,1034,,,240,11,100,2,Central_Valley_fall,99.995,Central_Valley_spring,0.004,0,0,,,,,,,,,,,,,,,,,,
18281,201100054,1,24-May-11,10:45:22,87.7824,44.37761667,-124.5988333,0.69,N,Y,,,U,12,61,,,59,11,100,1,Rogue,0.9695,Mid_Oregon_Coast,0.0247,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA20351,201100545,1,31-Jul-11,13:40:50,18.288,38.20015,-122.9845833,0.79,N,,Y,,X,,1158,,,340,11,100,2,Central_Valley_fall,99.706,Central_Valley_spring,0.293,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA24055,201100475,1,02-Aug-11,6:45:31,73.152,39.67711667,-123.865,0.835,N,,Y,,X,,1176,,,353,11,100,2,Rogue,99.24,Mid_Oregon_Coast,0.707,N_California_S_Oregon_Coast,0.053,,,,,,,,,,,,,,,,,,
CA19807,201100036,1,05-May-11,10:58:25,49.3776,36.89938,-122.21895,0.93,N,,Y,,X,,1043,,,248,11,100,2,Central_Valley_fall,99.998,Central_Valley_spring,0.001,0,0,,,,,,,,,,,,,,,,,,
32412,201100039,1,17-May-11,19:51:07,64.008,44.64108333,-124.4729833,0.8,N,Y,,,E,7,74,,,72,11,100,1,Snake_fall,0.4914,U_Columbia_summer_fall,0.2032,Deschutes_fall,0.1858,Central_Valley_fall,0.1154,,0,,0,,0,,0,,0,,0,,0,,
5557,201100040,1,17-May-11,19:10:56,82.296,44.3669,-124.6161,0.74,N,Y,,,E,13,61,,,59,11,100,1,Central_Valley_fall,0.999,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13007,201100042,1,22-May-11,14:36:43,54.864,45.71436667,-124.1461833,0.75,N,Y,,,E,13,76,,,74,11,100,1,Mid_Oregon_Coast,0.9973,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
21031,201100044,1,18-May-11,14:04:45,40.2336,44.64675,-124.4297,0.78,N,Y,,,E,13,68,,,66,11,100,1,U_Columbia_summer_fall,0.9995,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
21172,201100083,1,28-May-11,13:58:39,151.7904,44.71113,-124.55022,0.82,N,Y,,,E,11,68,,,66,11,100,1,California_Coast,0.7211,Mid_Oregon_Coast,0.2731,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0
20840,201100052,1,22-May-11,13:49:32,36.576,43.26821667,-124.4944333,0.75,Y,Y,,,E,13,22,,,22,11,100,1,Central_Valley_fall,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
18283,201100054,1,24-May-11,15:24:10,64.008,44.38043333,-124.60145,0.82,N,Y,,,E,12,61,,,59,11,100,1,Klamath,0.9998,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13530,201100056,1,24-May-11,8:23:00,93.2688,43.31615,-124.4997167,0.84,N,Y,,,M,13,512,,,307,11,100,1,U_Columbia_summer_fall,0.8249,Snake_fall,0.1734,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
34020,201100059,1,17-May-11,11:54:56,100.584,43.67153333,-124.316,0.85,Y,Y,,,E,13,514,,,233,11,100,1,U_Columbia_summer_fall,0.4441,Mid_Oregon_Coast,0.2959,N_Puget_Sound,0.1511,L_Columbia_fall,0.0836,N_Oregon_Coast,0.0179,,0,,0,,0,,0,,0,,0,,0.0
13220,201100166,1,06-Jun-11,13:51:30,109.728,43.75576667,-124.4682833,0.87,N,Y,,,E,13,76,,,74,11,100,1,Rogue,0.7498,Mid_Oregon_Coast,0.2376,U_Columbia_summer_fall,0.0091,,0,,0,,0,,0,,0,,0,,0,,0,,
15047,201100064,1,23-May-11,8:25:33,21.9456,43.68101667,-124.2360833,0.77,Y,Y,,,E,13,140,,,135,11,100,1,Mid_Oregon_Coast,0.9987,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
20813,201100068,1,24-May-11,7:56:05,38.4048,43.29385,-124.52143,0.75,N,Y,,,M,13,1023,,,232,11,100,1,Snake_fall,0.5047,Mid_Oregon_Coast,0.4934,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
34304,201100070,1,22-May-11,12:13:53,43.8912,43.23678,-124.52245,0.775,N,Y,,,U,13,19,,,344,11,100,1,Mid_Oregon_Coast,0.74,Klamath,0.1834,Rogue,0.0652,L_Columbia_fall,0.0094,,0,,0,,0,,0,,0,,0,,0,,
13174,201100086,1,31-May-11,18:39:46,137.16,44.73727,-124.53243,0.83,N,Y,,,U,13,76,,,74,11,100,1,Mid_Oregon_Coast,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
20695,201100073,1,18-May-11,7:14:12,87.7824,44.33908,-124.58447,0.85,Y,Y,,,M,13,63,,,61,11,100,1,U_Columbia_summer_fall,0.9997,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
33544,201100078,1,18-May-11,11:30:05,73.152,44.43163,-124.48338,0.81,N,Y,,,U,11,87,,,85,11,100,1,U_Columbia_summer_fall,0.6765,N_Puget_Sound,0.2443,Snake_fall,0.0779,,0,,0,,0,,0,,0,,0,,0,,0,,
34001,201100079,1,23-May-11,17:40:06,18.288,44.301,-124.14528,0.8,Y,Y,,,U,13,82,,,80,11,100,1,Mid_Columbia_tule,0.8607,L_Columbia_fall,0.1393,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
9957,201100080,1,23-May-11,19:33:30,107.8992,44.48453,-124.62443,0.835,N,Y,,,U,13,68,,,66,11,100,1,Mid_Oregon_Coast,0.988,N_Oregon_Coast,0.0113,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA20307,201100090,1,02-May-11,11:44:35,27.432,38.22937,-123.02198,0.71,N,,Y,,X,,1158,,,340,11,100,2,Central_Valley_fall,50.758,Central_Valley_spring,49.243,0,0,,,,,,,,,,,,,,,,,,
21129,201100092,1,31-May-11,16:15:48,109.728,44.73975,-124.5468,0.87,N,Y,,,E,13,87,,,85,11,100,1,Mid_Oregon_Coast,0.8707,Washington_Coast,0.1237,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
33349,201100093,1,30-May-11,14:26:37,82.296,44.7236,-124.53025,0.77,N,Y,,,E,12,84,,,82,11,100,1,Deschutes_fall,0.7018,U_Columbia_summer_fall,0.2059,Central_Valley_fall,0.0704,Snake_fall,0.0217,,0,,0,,0,,0,,0,,0,,0,,
CA18006,201100094,1,10-May-11,13:41:44,67.6656,36.80265,-121.83642,0.74,N,,Y,,U,,1140,,,329,11,100,2,Central_Valley_fall,99.974,Central_Valley_spring,0.026,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA24303,201100102,1,21-May-11,14:51:32,,36.80637,-121.93442,,X,,N,,X,,1181,,,358,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA20318,201100108,1,26-May-11,14:26:18,118.872,38.24465,-123.34508,0.87,N,,Y,,E,,1158,,,340,11,100,2,Rogue,91.969,Mid_Oregon_Coast,7.935,N_California_S_Oregon_Coast,0.096,,,,,,,,,,,,,,,,,,
CA23003,201100110,1,01-May-11,11:12:04,91.44,36.8332,-121.95852,0.77,N,,Y,,U,,1068,,,269,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
20065,201100115,1,28-May-11,15:32:40,85.9536,43.29515,-124.50873,0.92,Y,Y,,,E,13,517,,,202,11,100,1,L_Columbia_fall,0.9682,Mid_Oregon_Coast,0.0318,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA17307,201100126,1,25-May-11,8:54:59,124.3584,38.26377,-123.39073,0.84,N,,Y,,U,,1177,,,354,11,100,2,Rogue,98.36,N_California_S_Oregon_Coast,1.426,Mid_Oregon_Coast,0.195,,,,,,,,,,,,,,,,,,
21051,201100171,1,08-Jun-11,13:44:38,51.2064,44.51505,-124.3550167,0.75,N,Y,,,E,13,511,,,126,11,100,1,U_Columbia_summer_fall,0.7387,Snake_fall,0.2597,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
32427,201100170,1,09-Jun-11,16:04:17,89.6112,44.68066667,-124.3719333,0.735,Y,Y,,,U,13,68,,,66,11,100,1,Snake_fall,0.9086,U_Columbia_summer_fall,0.089,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
,201100130,1,01-Jun-11,11:53:50,,44.31155,-124.14658,,X,X,,,X,,82,,,80,11,100,1,,,,,,,,,,,,,,,,,,,,,,,,
CA17142,201100131,1,31-May-11,11:44:25,93.2688,38.23761667,-123.3583833,0.79,N,,Y,,U,,1099,,,300,11,100,2,Rogue,59.518,N_California_S_Oregon_Coast,37.334,Mid_Oregon_Coast,3.147,,,,,,,,,,,,,,,,,,
CA17107,201100132,1,26-May-11,9:47:27,120.7008,38.24803333,-123.3439167,0.91,N,,Y,,U,,1099,,,300,11,100,2,Rogue,96.466,N_California_S_Oregon_Coast,3.515,Mid_Oregon_Coast,0.019,,,,,,,,,,,,,,,,,,
20735,201100133,1,05-Jun-11,14:48:43,62.1792,43.23406667,-124.5586667,0.77,N,Y,,,E,13,28,,,28,11,100,1,Mid_Oregon_Coast,0.9987,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA21407,201100172,1,02-May-11,8:17:55,51.2064,36.60458333,-122.0061,0.82,N,,Y,,X,,1058,,,259,11,100,2,Central_Valley_fall,99.997,Central_Valley_spring,0.003,L_Columbia_spring,0,,,,,,,,,,,,,,,,,,
34255,201100134,1,04-Jun-11,13:48:35,100.584,43.14595,-124.5624833,0.81,N,Y,,,U,13,517,,,202,11,100,1,L_Columbia_fall,0.5119,Rogue,0.3746,Klamath,0.0663,Mid_Oregon_Coast,0.038,,0,,0,,0,,0,,0,,0,,0,,
20506,201100145,1,04-Jun-11,8:08:56,98.7552,43.62621667,-124.4928167,0.73,Y,Y,,,E,13,149,,,144,11,100,1,N_Oregon_Coast,0.7303,Mid_Oregon_Coast,0.269,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
22147,201100147,1,04-Jun-11,11:37:44,91.44,43.63475,-124.4973,0.87,N,Y,,,E,13,143,,,138,11,100,1,U_Columbia_summer_fall,0.9997,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
4533,201100148,1,05-Jun-11,10:11:42,138.9888,43.79878333,-124.5038,0.73,N,Y,,,E,11,147,,,142,11,100,1,Rogue,0.9981,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
4559,201100150,1,05-Jun-11,14:40:21,128.016,43.75305,-124.45475,0.88,N,Y,,,M,13,514,,,233,11,100,1,Mid_Columbia_tule,0.9841,L_Columbia_fall,0.0157,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
4637,201100151,1,06-Jun-11,11:37:04,109.728,43.61786667,-124.4473667,0.83,N,Y,,,M,13,1026,,,229,11,100,1,S_Thompson,0.9999,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
22297,201100152,1,05-Jun-11,20:31:37,82.296,43.08966667,-124.5545833,0.73,N,Y,,,E,,140,,,135,11,100,1,,,,,,,,,,,,,,,,,,,,,,,,
CA23897,201100157,1,24-May-11,8:17:13,73.152,36.85283333,-122.0261167,0.79,N,,Y,,X,,1095,,,296,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA24007,201100158,1,26-May-11,7:50:46,27.432,35.1017,-120.7405167,0.92,Y,,Y,,X,,1176,,,353,11,100,2,Central_Valley_fall,99.961,Central_Valley_spring,0.039,0,0,,,,,,,,,,,,,,,,,,
CA24806,201100159,1,26-May-11,9:10:28,43.8912,38.23668333,-123.3345667,0.81,N,,Y,,X,,1167,,,302,11,100,2,Central_Valley_fall,99.961,Central_Valley_spring,0.039,0,0,,,,,,,,,,,,,,,,,,
CA20607,201100160,1,14-May-11,12:46:43,76.8096,38.15783333,-123.25185,0.81,N,,Y,,X,,1034,,,240,11,100,2,Central_Valley_fall,99.998,Central_Valley_spring,0.001,0,0,,,,,,,,,,,,,,,,,,
CA20407,201100161,1,26-May-11,9:56:45,109.728,38.2246,-123.3203667,0.76,Y,,Y,,M,,1090,,,291,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
4630,201100163,1,04-Jun-11,15:17:44,91.44,43.65946667,-124.3982167,0.83,N,Y,,,E,12,1187,,,65,11,100,1,Mid_Oregon_Coast,0.9899,U_Columbia_summer_fall,0.0034,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
15532,201100164,1,06-Jun-11,11:09:57,76.8096,43.7193,-124.4810167,0.82,N,Y,,,M,13,538,,,361,11,100,1,Rogue,0.9899,Mid_Oregon_Coast,0.0101,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA20807,201100165,1,27-May-11,8:37:41,27.432,38.23506667,-123.0302667,0.71,N,,Y,,U,,1049,,,254,11,100,2,Central_Valley_fall,69.96,Central_Valley_spring,30.04,0,0,,,,,,,,,,,,,,,,,,
CA23306,201100167,1,25-May-11,13:12:57,71.3232,36.81838333,-122.0201,0.86,N,,Y,,U,,1069,,,270,11,100,2,,,,,,,,,,,,,,,,,,,,,,,,
CA18602,201100173,1,12-May-11,13:52:45,21.9456,37.2294,-122.54635,0.79,N,,Y,,X,,1054,,,255,11,100,2,Central_Valley_fall,100.002,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA21706,201100174,1,12-May-11,8:02:00,38.4048,37.2014,-122.5312,0.78,N,,Y,,X,,1066,,,267,11,100,2,Central_Valley_fall,100.001,Central_Valley_spring,0,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA18907,201100175,1,12-May-11,13:22:12,21.9456,37.27445,-122.5488667,0.91,N,,Y,,X,,1035,,,241,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA22808,201100176,1,05-May-11,10:57:19,54.864,37.18988333,-122.6259,0.67,N,,Y,,X,,1093,,,294,11,100,2,Central_Valley_fall,100.001,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA22607,201100177,1,02-May-11,7:26:46,64.008,36.9587,-122.2963,0.9,N,,Y,,X,,1169,,,348,11,100,2,Mid_Oregon_Coast,59.681,Rogue,40.093,N_California_S_Oregon_Coast,0.225,,,,,,,,,,,,,,,,,,
20959,201100179,1,11-Jun-11,16:29:19,124.3584,43.78556667,-124.4955833,0.84,N,Y,,,E,13,63,,,61,11,100,1,Mid_Oregon_Coast,0.9999,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
33127,201100180,1,07-Jun-11,9:55:25,122.5296,43.50031667,-124.4772667,0.77,N,Y,,,E,13,36,,,35,11,100,1,Klamath,0.9891,Mid_Oregon_Coast,0.0061,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13736,201100181,1,12-Jun-11,16:01:23,49.3776,43.50608333,-124.4289667,0.85,Y,Y,,,E,13,16,,,16,11,100,1,Rogue,0.8857,Mid_Oregon_Coast,0.0843,L_Columbia_fall,0.0212,,0,,0,,0,,0,,0,,0,,0,,0,,
5298,201100194,1,11-Jun-11,13:42:28,54.864,44.52088333,-124.3884833,0.93,Y,Y,,,M,13,87,,,85,11,100,1,Central_Valley_fall,0.8767,U_Columbia_summer_fall,0.0543,Mid_Oregon_Coast,0.0348,Central_Valley_spring,0.0156,Deschutes_fall,0.0119,,0,,0,,0,,0,,0,,0,,
11508,201100195,1,09-Jun-11,15:02:42,54.864,44.65238333,-124.45045,0.71,N,Y,,,E,13,126,,,122,11,100,1,Central_Valley_fall,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
6635,201100188,1,11-Jun-11,7:49:33,62.1792,44.50656667,-124.35535,0.83,Y,Y,,,E,12,511,,,126,11,100,1,Mid_Columbia_tule,0.9997,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13765,201100196,1,08-Jun-11,11:37:36,100.584,43.67945,-124.4845,0.83,N,Y,,,M,13,96,,,223,11,100,1,L_Columbia_fall,0.9503,U_Columbia_summer_fall,0.0464,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13914,201100198,1,12-Jun-11,12:37:17,126.1872,43.45926667,-124.5190667,0.91,N,Y,,,U,13,27,,,27,11,100,1,Central_Valley_fall,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13738,201100200,1,12-Jun-11,13:45:00,73.152,43.56986667,-124.4538,0.82,Y,Y,,,M,13,1023,,,232,11,100,1,Mid_Oregon_Coast,0.9749,L_Columbia_fall,0.0201,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
9868,201100201,1,14-Jun-11,8:56:40,120.7008,43.72818333,-124.4396,0.79,N,Y,,,M,11,147,,,142,11,100,1,U_Columbia_summer_fall,0.8964,Snake_fall,0.1011,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
6019,201100202,1,12-Jun-11,15:10:01,137.16,43.66235,-124.44975,0.78,N,Y,,,E,12,1187,,,65,11,100,1,Rogue,0.6036,Mid_Oregon_Coast,0.2729,L_Columbia_fall,0.1232,,0,,0,,0,,0,,0,,0,,0,,0,,
22465,201100203,1,12-Jun-11,16:37:14,128.016,43.39981667,-124.56625,0.69,N,Y,,,M,11,140,,,135,11,100,1,Rogue,0.9922,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
34375,201100205,1,13-Jun-11,14:49:16,73.152,43.64576667,-124.4447667,0.855,N,Y,,,M,13,538,,,361,11,100,1,U_Columbia_summer_fall,0.6689,Snake_fall,0.3239,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
21673,201100207,1,12-Jun-11,15:46:08,74.9808,43.71363333,-124.4275833,0.83,Y,Y,,,E,12,143,,,138,11,100,1,L_Columbia_fall,0.9577,L_Columbia_spring,0.0291,U_Columbia_summer_fall,0.0111,,0,,0,,0,,0,,0,,0,,0,,0,,
5879,201100209,1,13-Jun-11,20:47:40,109.728,45.6195,-124.2716333,1.04,Y,Y,,,M,13,84,,,82,11,100,1,Central_Valley_fall,0.9997,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA23611,201100216,1,11-May-11,9:58:19,32.9184,37.186,-122.5030167,0.77,N,,Y,,X,,1040,,,246,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA24606,201100217,1,30-May-11,12:34:14,82.296,38.92808333,-123.8182833,0.85,N,,Y,,X,,1082,,,283,11,100,2,Central_Valley_fall,99.919,Central_Valley_spring,0.064,Snake_fall,0.014,,,,,,,,,,,,,,,,,,
20680,201100219,1,17-Jun-11,6:20:56,58.5216,44.50611667,-124.3515167,0.82,Y,Y,,,E,13,511,,,126,11,100,1,Central_Valley_fall,0.7157,S_Puget_Sound,0.2439,Snake_fall,0.0219,U_Columbia_summer_fall,0.0108,,0,,0,,0,,0,,0,,0,,0,,
33293,201100221,1,13-Jun-11,19:04:22,91.44,43.68603333,-124.4785833,0.83,N,Y,,,E,13,96,,,223,11,100,1,Mid_Oregon_Coast,0.8759,N_Oregon_Coast,0.0628,Washington_Coast,0.0548,,0,,0,,0,,0,,0,,0,,0,,0,,
17139,201100222,1,20-Jun-11,16:57:34,135.3312,43.3439,-124.6034333,0.85,N,Y,,,E,8,140,,,135,11,100,1,Mid_Columbia_tule,0.878,L_Columbia_fall,0.1218,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
22212,201100223,1,20-Jun-11,7:42:10,80.4672,43.68718333,-124.4608167,0.8,N,Y,,,M,11,143,,,138,11,100,1,Central_Valley_fall,0.9996,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
34370,201100224,1,19-Jun-11,9:15:19,73.152,43.68318333,-124.45885,0.7,N,Y,,,E,13,149,,,144,11,100,1,Snake_fall,0.9041,U_Columbia_summer_fall,0.0936,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
17223,201100227,1,20-Jun-11,15:51:57,115.2144,43.68086667,-124.4480333,0.8,Y,Y,,,E,9,147,,,142,11,100,1,Central_Valley_fall,0.8789,Central_Valley_spring,0.0434,Klamath,0.0303,U_Columbia_summer_fall,0.0253,Rogue,0.0202,,0,,0,,0,,0,,0,,0,,
4597,201100228,1,17-Jun-11,16:55:58,137.16,43.64476667,-124.4353333,0.78,N,Y,,,E,13,1187,,,65,11,100,1,Central_Valley_fall,0.9957,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA22407,201100239,1,02-May-11,12:16:03,27.432,37.20881667,-122.6327167,0.737,N,,Y,,E,,1071,,,272,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
32103,201100230,1,18-Jun-11,13:29:40,118.872,43.35872222,-124.5583056,0.77,N,Y,,,U,13,1053,,,303,11,100,1,California_Coast,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
33965,201100231,1,12-Jun-11,8:14:30,102.4128,42.01905556,-124.5236111,0.8,N,Y,,,E,13,9,,,9,11,100,1,Klamath,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
11884,201100237,1,17-Jun-11,20:42:24,137.16,44.71878333,-124.5452667,0.79,Y,Y,,,E,13,126,,,122,11,100,1,Central_Valley_fall,0.9999,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA18407,201100238,1,12-May-11,9:52:33,16.4592,37.22576667,-122.5557167,0.79,N,,Y,,X,,1061,,,262,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA22206,201100243,1,01-May-11,14:23:35,16.4592,37.1738,-122.6845333,0.7705,N,,Y,,X,,1166,,,346,11,100,2,Central_Valley_fall,99.987,U_Columbia_summer_fall,0.013,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
34212,201100246,1,18-Jun-11,18:20:16,98.7552,43.30856667,-124.614,0.71,N,Y,,,U,13,161,,,222,11,100,1,Mid_Oregon_Coast,0.3519,L_Columbia_fall,0.3413,Rogue,0.2944,U_Columbia_summer_fall,0.0114,,0,,0,,0,,0,,0,,0,,0,,
11748,201100248,1,22-Jun-11,12:04:10,82.296,43.8262,-124.4441167,0.89,N,Y,,,M,13,79,,,77,11,100,1,U_Columbia_summer_fall,0.7369,Mid_Oregon_Coast,0.1304,Snake_fall,0.0757,Rogue,0.056,,0,,0,,0,,0,,0,,0,,0,,
32426,201100251,1,21-Jun-11,8:01:55,58.5216,44.51865,-124.38145,0.93,N,Y,,,M,13,87,,,85,11,100,1,Rogue,0.9899,Mid_Oregon_Coast,0.0098,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
11602,201100252,1,22-Jun-11,20:34:26,32.9184,45.58258333,-124.2429167,0.76,Y,Y,,,E,13,102,,,99,11,100,1,L_Columbia_fall,0.8937,Mid_Oregon_Coast,0.1061,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13970,201100315,1,17-Jul-11,15:18:59,113.3856,43.48681667,-124.4421333,0.99,N,Y,,,E,13,36,,,35,11,100,1,Mid_Oregon_Coast,0.5414,N_Puget_Sound,0.2916,N_Oregon_Coast,0.1157,L_Columbia_fall,0.0478,,0,,0,,0,,0,,0,,0,,0,,
